Instance,Job,Operation,Machine,Start,End
tai30_20.txt - Instance 3,3,3,11,765,797
tai30_20.txt - Instance 3,0,3,10,616,683
tai30_20.txt - Instance 3,14,2,4,765,862
tai30_20.txt - Instance 3,24,1,14,657,712
tai30_20.txt - Instance 3,13,5,7,591,622
tai30_20.txt - Instance 3,7,1,14,712,775
tai30_20.txt - Instance 3,28,4,16,495,578
tai30_20.txt - Instance 3,27,3,9,616,633
tai30_20.txt - Instance 3,12,3,4,862,896
tai30_20.txt - Instance 3,21,4,13,554,653
tai30_20.txt - Instance 3,9,5,6,502,514
tai30_20.txt - Instance 3,1,7,19,784,873
tai30_20.txt - Instance 3,16,1,12,361,424
tai30_20.txt - Instance 3,15,3,14,775,815
tai30_20.txt - Instance 3,9,6,10,683,742
tai30_20.txt - Instance 3,27,4,14,815,826
tai30_20.txt - Instance 3,26,4,9,645,648
tai30_20.txt - Instance 3,25,5,10,742,813
tai30_20.txt - Instance 3,3,4,3,797,841
tai30_20.txt - Instance 3,22,2,19,873,888
tai30_20.txt - Instance 3,26,5,18,648,689
tai30_20.txt - Instance 3,11,2,4,896,901
tai30_20.txt - Instance 3,13,6,1,622,652
tai30_20.txt - Instance 3,17,5,6,757,784
tai30_20.txt - Instance 3,27,5,6,826,867
tai30_20.txt - Instance 3,11,3,11,901,988
tai30_20.txt - Instance 3,22,3,5,888,924
tai30_20.txt - Instance 3,12,4,2,896,969
tai30_20.txt - Instance 3,18,1,6,867,960
tai30_20.txt - Instance 3,4,5,19,888,900
tai30_20.txt - Instance 3,5,4,6,960,1011
tai30_20.txt - Instance 3,29,0,7,622,659
tai30_20.txt - Instance 3,10,6,14,826,868
tai30_20.txt - Instance 3,8,6,8,645,732
tai30_20.txt - Instance 3,23,5,1,652,718
tai30_20.txt - Instance 3,15,4,3,841,845
tai30_20.txt - Instance 3,24,2,15,712,753
tai30_20.txt - Instance 3,15,5,11,988,1070
tai30_20.txt - Instance 3,6,5,12,691,725
tai30_20.txt - Instance 3,4,6,18,900,918
tai30_20.txt - Instance 3,17,6,9,784,865
tai30_20.txt - Instance 3,0,4,5,924,1011
tai30_20.txt - Instance 3,13,7,15,753,812
tai30_20.txt - Instance 3,20,0,8,732,800
tai30_20.txt - Instance 3,7,2,13,775,801
tai30_20.txt - Instance 3,26,6,14,868,896
tai30_20.txt - Instance 3,3,5,2,969,1054
tai30_20.txt - Instance 3,27,6,0,867,922
tai30_20.txt - Instance 3,16,2,18,918,934
tai30_20.txt - Instance 3,22,4,16,924,951
tai30_20.txt - Instance 3,4,7,2,1054,1095
tai30_20.txt - Instance 3,9,7,4,901,975
tai30_20.txt - Instance 3,29,1,18,934,951
tai30_20.txt - Instance 3,28,5,5,1011,1044
tai30_20.txt - Instance 3,16,3,6,1011,1026
tai30_20.txt - Instance 3,7,3,16,951,999
tai30_20.txt - Instance 3,10,7,2,1095,1178
tai30_20.txt - Instance 3,6,6,15,812,833
tai30_20.txt - Instance 3,24,3,7,753,773
tai30_20.txt - Instance 3,14,3,10,862,929
tai30_20.txt - Instance 3,25,6,18,951,1008
tai30_20.txt - Instance 3,26,7,15,896,957
tai30_20.txt - Instance 3,5,5,11,1070,1140
tai30_20.txt - Instance 3,1,8,9,873,923
tai30_20.txt - Instance 3,22,5,6,1026,1052
tai30_20.txt - Instance 3,29,2,16,999,1002
tai30_20.txt - Instance 3,16,4,14,1026,1068
tai30_20.txt - Instance 3,29,3,10,1002,1059
tai30_20.txt - Instance 3,21,5,5,1044,1129
tai30_20.txt - Instance 3,12,5,3,969,1052
tai30_20.txt - Instance 3,6,7,16,1002,1004
tai30_20.txt - Instance 3,24,4,4,975,1026
tai30_20.txt - Instance 3,6,8,13,1004,1037
tai30_20.txt - Instance 3,19,0,6,1052,1145
tai30_20.txt - Instance 3,23,6,4,1026,1070
tai30_20.txt - Instance 3,4,8,4,1095,1173
tai30_20.txt - Instance 3,28,6,12,1044,1083
tai30_20.txt - Instance 3,13,8,10,1059,1144
tai30_20.txt - Instance 3,11,4,2,1178,1224
tai30_20.txt - Instance 3,22,6,4,1173,1239
tai30_20.txt - Instance 3,27,7,15,957,972
tai30_20.txt - Instance 3,20,1,18,1008,1019
tai30_20.txt - Instance 3,8,7,5,1129,1137
tai30_20.txt - Instance 3,18,2,17,960,971
tai30_20.txt - Instance 3,15,6,8,1070,1143
tai30_20.txt - Instance 3,7,4,10,1144,1153
tai30_20.txt - Instance 3,17,7,10,1153,1186
tai30_20.txt - Instance 3,20,2,7,1019,1118
tai30_20.txt - Instance 3,27,8,8,1143,1230
tai30_20.txt - Instance 3,8,8,17,1137,1207
tai30_20.txt - Instance 3,16,5,16,1068,1102
tai30_20.txt - Instance 3,0,5,12,1083,1173
tai30_20.txt - Instance 3,1,9,15,972,1065
tai30_20.txt - Instance 3,6,9,5,1137,1214
tai30_20.txt - Instance 3,7,5,7,1153,1179
tai30_20.txt - Instance 3,18,3,4,1239,1329
tai30_20.txt - Instance 3,25,7,3,1052,1133
tai30_20.txt - Instance 3,3,6,17,1207,1237
tai30_20.txt - Instance 3,9,8,17,1237,1308
tai30_20.txt - Instance 3,26,8,10,1186,1229
tai30_20.txt - Instance 3,28,7,19,1083,1161
tai30_20.txt - Instance 3,23,7,0,1070,1122
tai30_20.txt - Instance 3,14,4,2,1224,1227
tai30_20.txt - Instance 3,29,4,4,1329,1400
tai30_20.txt - Instance 3,14,5,1,1227,1312
tai30_20.txt - Instance 3,24,5,16,1102,1146
tai30_20.txt - Instance 3,5,6,13,1140,1164
tai30_20.txt - Instance 3,11,5,7,1224,1299
tai30_20.txt - Instance 3,17,8,14,1186,1215
tai30_20.txt - Instance 3,10,8,5,1214,1298
tai30_20.txt - Instance 3,7,6,2,1227,1282
tai30_20.txt - Instance 3,16,6,13,1164,1191
tai30_20.txt - Instance 3,3,7,10,1237,1305
tai30_20.txt - Instance 3,21,6,3,1133,1191
tai30_20.txt - Instance 3,5,7,14,1215,1304
tai30_20.txt - Instance 3,2,0,18,1019,1078
tai30_20.txt - Instance 3,22,7,10,1305,1343
tai30_20.txt - Instance 3,4,9,7,1299,1370
tai30_20.txt - Instance 3,12,6,7,1370,1442
tai30_20.txt - Instance 3,26,9,12,1229,1265
tai30_20.txt - Instance 3,17,9,16,1215,1310
tai30_20.txt - Instance 3,13,9,12,1265,1325
tai30_20.txt - Instance 3,16,7,2,1282,1285
tai30_20.txt - Instance 3,24,6,11,1146,1213
tai30_20.txt - Instance 3,19,1,19,1161,1217
tai30_20.txt - Instance 3,16,8,9,1285,1368
tai30_20.txt - Instance 3,15,7,10,1343,1414
tai30_20.txt - Instance 3,23,8,3,1191,1231
tai30_20.txt - Instance 3,8,9,9,1368,1437
tai30_20.txt - Instance 3,9,9,5,1308,1330
tai30_20.txt - Instance 3,6,10,1,1312,1374
tai30_20.txt - Instance 3,7,7,19,1282,1375
tai30_20.txt - Instance 3,27,9,19,1375,1456
tai30_20.txt - Instance 3,22,8,15,1343,1440
tai30_20.txt - Instance 3,25,8,13,1191,1253
tai30_20.txt - Instance 3,29,5,3,1400,1482
tai30_20.txt - Instance 3,26,10,13,1265,1333
tai30_20.txt - Instance 3,0,6,18,1173,1194
tai30_20.txt - Instance 3,28,8,13,1333,1366
tai30_20.txt - Instance 3,18,4,1,1374,1401
tai30_20.txt - Instance 3,1,10,0,1122,1174
tai30_20.txt - Instance 3,20,3,14,1304,1307
tai30_20.txt - Instance 3,11,6,3,1482,1531
tai30_20.txt - Instance 3,20,4,0,1307,1385
tai30_20.txt - Instance 3,9,10,12,1330,1337
tai30_20.txt - Instance 3,21,7,16,1310,1328
tai30_20.txt - Instance 3,14,6,11,1312,1348
tai30_20.txt - Instance 3,3,8,14,1307,1374
tai30_20.txt - Instance 3,2,1,14,1374,1396
tai30_20.txt - Instance 3,23,9,11,1348,1437
tai30_20.txt - Instance 3,9,11,13,1366,1419
tai30_20.txt - Instance 3,0,7,8,1230,1317
tai30_20.txt - Instance 3,10,9,12,1337,1345
tai30_20.txt - Instance 3,13,10,13,1419,1497
tai30_20.txt - Instance 3,19,2,3,1531,1559
tai30_20.txt - Instance 3,4,10,8,1370,1396
tai30_20.txt - Instance 3,18,5,2,1401,1464
tai30_20.txt - Instance 3,10,10,7,1442,1482
tai30_20.txt - Instance 3,21,8,10,1414,1425
tai30_20.txt - Instance 3,12,7,12,1442,1457
tai30_20.txt - Instance 3,28,9,0,1385,1396
tai30_20.txt - Instance 3,2,2,1,1401,1411
tai30_20.txt - Instance 3,24,7,0,1396,1402
tai30_20.txt - Instance 3,21,9,17,1425,1515
tai30_20.txt - Instance 3,5,8,2,1464,1485
tai30_20.txt - Instance 3,28,10,17,1515,1606
tai30_20.txt - Instance 3,24,8,1,1411,1493
tai30_20.txt - Instance 3,12,8,11,1457,1485
tai30_20.txt - Instance 3,15,8,2,1485,1546
tai30_20.txt - Instance 3,2,3,11,1485,1486
tai30_20.txt - Instance 3,8,10,13,1497,1554
tai30_20.txt - Instance 3,14,7,15,1440,1464
tai30_20.txt - Instance 3,2,4,0,1486,1561
tai30_20.txt - Instance 3,6,11,10,1425,1464
tai30_20.txt - Instance 3,11,7,12,1531,1537
tai30_20.txt - Instance 3,4,11,17,1606,1703
tai30_20.txt - Instance 3,1,11,3,1559,1592
tai30_20.txt - Instance 3,19,3,13,1559,1616
tai30_20.txt - Instance 3,16,9,19,1456,1463
tai30_20.txt - Instance 3,25,9,19,1463,1547
tai30_20.txt - Instance 3,17,10,11,1486,1487
tai30_20.txt - Instance 3,11,8,16,1537,1538
tai30_20.txt - Instance 3,17,11,5,1487,1551
tai30_20.txt - Instance 3,11,9,9,1538,1588
tai30_20.txt - Instance 3,16,10,7,1482,1494
tai30_20.txt - Instance 3,5,9,0,1561,1650
tai30_20.txt - Instance 3,26,11,7,1494,1502
tai30_20.txt - Instance 3,9,12,14,1419,1518
tai30_20.txt - Instance 3,10,11,8,1482,1573
tai30_20.txt - Instance 3,14,8,0,1650,1652
tai30_20.txt - Instance 3,12,9,17,1703,1755
tai30_20.txt - Instance 3,14,9,5,1652,1689
tai30_20.txt - Instance 3,27,10,11,1487,1549
tai30_20.txt - Instance 3,26,12,11,1549,1584
tai30_20.txt - Instance 3,16,11,3,1592,1655
tai30_20.txt - Instance 3,29,6,11,1584,1593
tai30_20.txt - Instance 3,3,9,13,1616,1673
tai30_20.txt - Instance 3,7,8,0,1652,1667
tai30_20.txt - Instance 3,20,5,11,1593,1594
tai30_20.txt - Instance 3,20,6,4,1594,1633
tai30_20.txt - Instance 3,29,7,0,1667,1696
tai30_20.txt - Instance 3,1,12,2,1592,1674
tai30_20.txt - Instance 3,6,12,0,1696,1785
tai30_20.txt - Instance 3,22,9,18,1440,1495
tai30_20.txt - Instance 3,18,6,18,1495,1515
tai30_20.txt - Instance 3,7,9,6,1667,1752
tai30_20.txt - Instance 3,8,11,16,1554,1639
tai30_20.txt - Instance 3,23,10,10,1464,1556
tai30_20.txt - Instance 3,13,11,16,1639,1721
tai30_20.txt - Instance 3,15,9,13,1673,1738
tai30_20.txt - Instance 3,0,8,15,1464,1546
tai30_20.txt - Instance 3,26,13,3,1655,1728
tai30_20.txt - Instance 3,14,10,14,1689,1761
tai30_20.txt - Instance 3,18,7,12,1537,1588
tai30_20.txt - Instance 3,11,10,13,1738,1826
tai30_20.txt - Instance 3,19,4,18,1616,1637
tai30_20.txt - Instance 3,29,8,17,1755,1772
tai30_20.txt - Instance 3,2,5,6,1752,1753
tai30_20.txt - Instance 3,2,6,12,1753,1788
tai30_20.txt - Instance 3,12,10,14,1761,1810
tai30_20.txt - Instance 3,17,12,17,1772,1854
tai30_20.txt - Instance 3,24,9,10,1556,1561
tai30_20.txt - Instance 3,20,7,9,1633,1698
tai30_20.txt - Instance 3,21,10,1,1515,1522
tai30_20.txt - Instance 3,24,10,17,1854,1864
tai30_20.txt - Instance 3,19,5,4,1637,1696
tai30_20.txt - Instance 3,29,9,14,1810,1909
tai30_20.txt - Instance 3,28,11,2,1674,1728
tai30_20.txt - Instance 3,27,11,12,1788,1866
tai30_20.txt - Instance 3,21,11,7,1522,1610
tai30_20.txt - Instance 3,3,10,16,1721,1735
tai30_20.txt - Instance 3,16,12,8,1655,1749
tai30_20.txt - Instance 3,24,11,19,1864,1927
tai30_20.txt - Instance 3,25,10,14,1909,1966
tai30_20.txt - Instance 3,22,10,12,1866,1939
tai30_20.txt - Instance 3,4,12,11,1703,1726
tai30_20.txt - Instance 3,3,11,7,1735,1810
tai30_20.txt - Instance 3,5,10,4,1696,1779
tai30_20.txt - Instance 3,2,7,4,1788,1803
tai30_20.txt - Instance 3,10,12,19,1927,1993
tai30_20.txt - Instance 3,18,8,11,1726,1762
tai30_20.txt - Instance 3,9,13,15,1546,1617
tai30_20.txt - Instance 3,15,10,15,1738,1812
tai30_20.txt - Instance 3,1,13,6,1753,1804
tai30_20.txt - Instance 3,2,8,15,1812,1851
tai30_20.txt - Instance 3,12,11,15,1851,1866
tai30_20.txt - Instance 3,4,13,9,1726,1791
tai30_20.txt - Instance 3,6,13,17,1864,1954
tai30_20.txt - Instance 3,26,14,16,1735,1816
tai30_20.txt - Instance 3,14,11,17,1954,1956
tai30_20.txt - Instance 3,7,10,5,1752,1791
tai30_20.txt - Instance 3,14,12,8,1956,1981
tai30_20.txt - Instance 3,13,12,2,1728,1734
tai30_20.txt - Instance 3,8,12,1,1639,1697
tai30_20.txt - Instance 3,12,12,13,1866,1947
tai30_20.txt - Instance 3,28,12,8,1981,2007
tai30_20.txt - Instance 3,0,9,4,1803,1871
tai30_20.txt - Instance 3,20,8,13,1947,1966
tai30_20.txt - Instance 3,19,6,7,1810,1858
tai30_20.txt - Instance 3,13,13,18,1734,1822
tai30_20.txt - Instance 3,23,11,8,2007,2034
tai30_20.txt - Instance 3,18,9,16,1816,1892
tai30_20.txt - Instance 3,25,11,5,1966,1989
tai30_20.txt - Instance 3,11,11,17,1956,2021
tai30_20.txt - Instance 3,24,12,13,1966,2046
tai30_20.txt - Instance 3,17,13,13,2046,2107
tai30_20.txt - Instance 3,14,13,13,2107,2181
tai30_20.txt - Instance 3,20,9,5,1989,2005
tai30_20.txt - Instance 3,2,9,5,2005,2033
tai30_20.txt - Instance 3,28,13,1,2007,2097
tai30_20.txt - Instance 3,27,12,13,2181,2209
tai30_20.txt - Instance 3,22,11,13,2209,2232
tai30_20.txt - Instance 3,1,14,11,1804,1894
tai30_20.txt - Instance 3,25,12,0,1989,2020
tai30_20.txt - Instance 3,7,11,12,1939,2026
tai30_20.txt - Instance 3,23,12,18,2034,2040
tai30_20.txt - Instance 3,21,12,14,1966,2041
tai30_20.txt - Instance 3,10,13,4,1993,2078
tai30_20.txt - Instance 3,20,10,3,2005,2016
tai30_20.txt - Instance 3,3,12,18,2040,2111
tai30_20.txt - Instance 3,23,13,14,2041,2116
tai30_20.txt - Instance 3,16,13,11,1894,1914
tai30_20.txt - Instance 3,29,10,2,1909,2005
tai30_20.txt - Instance 3,5,11,17,2021,2035
tai30_20.txt - Instance 3,20,11,12,2026,2052
tai30_20.txt - Instance 3,9,14,18,2111,2199
tai30_20.txt - Instance 3,4,14,14,2116,2170
tai30_20.txt - Instance 3,19,7,1,2097,2103
tai30_20.txt - Instance 3,2,10,13,2232,2261
tai30_20.txt - Instance 3,27,13,5,2209,2217
tai30_20.txt - Instance 3,22,12,8,2232,2300
tai30_20.txt - Instance 3,15,11,19,1993,1995
tai30_20.txt - Instance 3,8,13,2,2005,2079
tai30_20.txt - Instance 3,15,12,4,2078,2135
tai30_20.txt - Instance 3,19,8,9,2103,2119
tai30_20.txt - Instance 3,5,12,15,2035,2096
tai30_20.txt - Instance 3,27,14,10,2217,2294
tai30_20.txt - Instance 3,16,14,0,2020,2055
tai30_20.txt - Instance 3,25,13,2,2079,2138
tai30_20.txt - Instance 3,0,10,1,2103,2128
tai30_20.txt - Instance 3,19,9,16,2119,2209
tai30_20.txt - Instance 3,20,12,17,2052,2062
tai30_20.txt - Instance 3,26,15,2,2138,2231
tai30_20.txt - Instance 3,11,12,18,2199,2209
tai30_20.txt - Instance 3,6,14,9,2119,2209
tai30_20.txt - Instance 3,17,14,18,2209,2283
tai30_20.txt - Instance 3,12,13,6,1947,2035
tai30_20.txt - Instance 3,2,11,17,2261,2269
tai30_20.txt - Instance 3,20,13,16,2209,2263
tai30_20.txt - Instance 3,11,13,0,2209,2297
tai30_20.txt - Instance 3,18,10,10,2294,2320
tai30_20.txt - Instance 3,2,12,9,2269,2334
tai30_20.txt - Instance 3,13,14,19,1995,2038
tai30_20.txt - Instance 3,0,11,7,2128,2138
tai30_20.txt - Instance 3,14,14,12,2181,2227
tai30_20.txt - Instance 3,24,13,18,2283,2322
tai30_20.txt - Instance 3,16,15,4,2135,2210
tai30_20.txt - Instance 3,0,12,9,2334,2392
tai30_20.txt - Instance 3,4,15,6,2170,2258
tai30_20.txt - Instance 3,3,13,0,2297,2338
tai30_20.txt - Instance 3,21,13,4,2210,2307
tai30_20.txt - Instance 3,18,11,15,2320,2330
tai30_20.txt - Instance 3,15,13,18,2322,2400
tai30_20.txt - Instance 3,28,14,6,2258,2329
tai30_20.txt - Instance 3,23,14,16,2263,2269
tai30_20.txt - Instance 3,5,13,19,2096,2108
tai30_20.txt - Instance 3,23,15,12,2269,2365
tai30_20.txt - Instance 3,22,13,2,2300,2319
tai30_20.txt - Instance 3,7,12,4,2307,2373
tai30_20.txt - Instance 3,18,12,3,2330,2401
tai30_20.txt - Instance 3,10,14,18,2400,2443
tai30_20.txt - Instance 3,25,14,11,2138,2156
tai30_20.txt - Instance 3,1,15,16,2269,2324
tai30_20.txt - Instance 3,8,14,12,2365,2457
tai30_20.txt - Instance 3,5,14,10,2320,2417
tai30_20.txt - Instance 3,24,14,3,2401,2423
tai30_20.txt - Instance 3,13,15,0,2338,2404
tai30_20.txt - Instance 3,9,15,16,2324,2415
tai30_20.txt - Instance 3,20,14,2,2319,2321
tai30_20.txt - Instance 3,27,15,4,2373,2455
tai30_20.txt - Instance 3,29,11,5,2217,2314
tai30_20.txt - Instance 3,22,14,7,2319,2408
tai30_20.txt - Instance 3,14,15,6,2329,2372
tai30_20.txt - Instance 3,20,15,15,2330,2399
tai30_20.txt - Instance 3,25,15,16,2415,2489
tai30_20.txt - Instance 3,3,14,12,2457,2493
tai30_20.txt - Instance 3,17,15,19,2283,2334
tai30_20.txt - Instance 3,2,13,16,2489,2534
tai30_20.txt - Instance 3,24,15,12,2493,2541
tai30_20.txt - Instance 3,0,13,6,2392,2457
tai30_20.txt - Instance 3,19,10,8,2300,2306
tai30_20.txt - Instance 3,10,15,10,2443,2494
tai30_20.txt - Instance 3,26,16,6,2457,2458
tai30_20.txt - Instance 3,12,14,8,2306,2317
tai30_20.txt - Instance 3,6,15,18,2443,2485
tai30_20.txt - Instance 3,26,17,1,2458,2552
tai30_20.txt - Instance 3,19,11,17,2306,2355
tai30_20.txt - Instance 3,11,14,10,2494,2540
tai30_20.txt - Instance 3,16,16,1,2552,2604
tai30_20.txt - Instance 3,1,16,10,2540,2639
tai30_20.txt - Instance 3,12,15,19,2334,2386
tai30_20.txt - Instance 3,14,16,7,2408,2470
tai30_20.txt - Instance 3,3,15,5,2493,2526
tai30_20.txt - Instance 3,28,15,14,2329,2341
tai30_20.txt - Instance 3,7,13,11,2373,2427
tai30_20.txt - Instance 3,15,14,17,2400,2412
tai30_20.txt - Instance 3,18,13,13,2401,2475
tai30_20.txt - Instance 3,4,16,3,2423,2517
tai30_20.txt - Instance 3,28,16,18,2485,2513
tai30_20.txt - Instance 3,2,14,8,2534,2539
tai30_20.txt - Instance 3,13,16,9,2404,2497
tai30_20.txt - Instance 3,2,15,2,2539,2629
tai30_20.txt - Instance 3,17,16,8,2539,2587
tai30_20.txt - Instance 3,15,15,12,2541,2542
tai30_20.txt - Instance 3,24,16,8,2587,2611
tai30_20.txt - Instance 3,15,16,1,2604,2687
tai30_20.txt - Instance 3,21,14,18,2513,2588
tai30_20.txt - Instance 3,20,16,19,2399,2490
tai30_20.txt - Instance 3,6,16,3,2517,2533
tai30_20.txt - Instance 3,25,16,17,2489,2549
tai30_20.txt - Instance 3,10,16,11,2494,2588
tai30_20.txt - Instance 3,23,16,15,2399,2449
tai30_20.txt - Instance 3,3,16,8,2611,2683
tai30_20.txt - Instance 3,19,12,10,2639,2671
tai30_20.txt - Instance 3,11,15,15,2540,2573
tai30_20.txt - Instance 3,27,16,1,2687,2688
tai30_20.txt - Instance 3,27,17,16,2688,2756
tai30_20.txt - Instance 3,8,15,10,2671,2748
tai30_20.txt - Instance 3,16,17,5,2604,2629
tai30_20.txt - Instance 3,28,17,4,2513,2570
tai30_20.txt - Instance 3,6,17,19,2533,2606
tai30_20.txt - Instance 3,0,14,16,2756,2776
tai30_20.txt - Instance 3,9,16,3,2533,2555
tai30_20.txt - Instance 3,24,17,5,2629,2695
tai30_20.txt - Instance 3,22,15,9,2497,2543
tai30_20.txt - Instance 3,5,15,18,2588,2645
tai30_20.txt - Instance 3,12,16,18,2645,2693
tai30_20.txt - Instance 3,29,12,9,2543,2553
tai30_20.txt - Instance 3,7,14,1,2688,2756
tai30_20.txt - Instance 3,14,17,9,2553,2580
tai30_20.txt - Instance 3,29,13,6,2553,2579
tai30_20.txt - Instance 3,0,15,0,2776,2810
tai30_20.txt - Instance 3,16,18,15,2629,2727
tai30_20.txt - Instance 3,19,13,14,2671,2753
tai30_20.txt - Instance 3,9,17,8,2683,2729
tai30_20.txt - Instance 3,11,16,5,2695,2742
tai30_20.txt - Instance 3,17,17,1,2756,2855
tai30_20.txt - Instance 3,26,18,19,2606,2702
tai30_20.txt - Instance 3,18,14,8,2729,2764
tai30_20.txt - Instance 3,23,17,7,2470,2543
tai30_20.txt - Instance 3,14,18,18,2693,2770
tai30_20.txt - Instance 3,29,14,19,2702,2738
tai30_20.txt - Instance 3,25,17,12,2549,2587
tai30_20.txt - Instance 3,22,16,1,2855,2889
tai30_20.txt - Instance 3,1,17,5,2742,2817
tai30_20.txt - Instance 3,12,17,1,2889,2977
tai30_20.txt - Instance 3,0,16,13,2810,2822
tai30_20.txt - Instance 3,28,18,7,2570,2669
tai30_20.txt - Instance 3,21,15,2,2629,2640
tai30_20.txt - Instance 3,4,17,0,2810,2838
tai30_20.txt - Instance 3,5,16,8,2764,2825
tai30_20.txt - Instance 3,15,17,5,2817,2827
tai30_20.txt - Instance 3,27,18,2,2756,2840
tai30_20.txt - Instance 3,3,17,9,2683,2715
tai30_20.txt - Instance 3,0,17,2,2840,2875
tai30_20.txt - Instance 3,2,16,19,2738,2756
tai30_20.txt - Instance 3,21,16,12,2640,2648
tai30_20.txt - Instance 3,13,17,8,2825,2907
tai30_20.txt - Instance 3,24,18,2,2875,2921
tai30_20.txt - Instance 3,9,18,9,2729,2809
tai30_20.txt - Instance 3,15,18,7,2827,2912
tai30_20.txt - Instance 3,6,18,8,2907,2982
tai30_20.txt - Instance 3,11,17,8,2982,3054
tai30_20.txt - Instance 3,20,17,6,2579,2618
tai30_20.txt - Instance 3,8,16,18,2770,2824
tai30_20.txt - Instance 3,18,15,14,2764,2812
tai30_20.txt - Instance 3,21,17,6,2648,2654
tai30_20.txt - Instance 3,29,15,15,2738,2770
tai30_20.txt - Instance 3,21,18,19,2756,2801
tai30_20.txt - Instance 3,10,17,6,2654,2677
tai30_20.txt - Instance 3,7,15,3,2756,2786
tai30_20.txt - Instance 3,22,17,0,2889,2928
tai30_20.txt - Instance 3,2,17,3,2786,2797
tai30_20.txt - Instance 3,25,18,9,2809,2879
tai30_20.txt - Instance 3,4,18,12,2838,2860
tai30_20.txt - Instance 3,3,18,6,2715,2807
tai30_20.txt - Instance 3,2,18,7,2912,2951
tai30_20.txt - Instance 3,0,18,11,2875,2938
tai30_20.txt - Instance 3,10,18,15,2770,2854
tai30_20.txt - Instance 3,19,14,2,2921,2924
tai30_20.txt - Instance 3,19,15,15,2924,2928
tai30_20.txt - Instance 3,4,19,1,2977,3072
tai30_20.txt - Instance 3,20,18,10,2748,2749
tai30_20.txt - Instance 3,7,16,18,2824,2831
tai30_20.txt - Instance 3,19,16,11,2938,2969
tai30_20.txt - Instance 3,29,16,13,2822,2836
tai30_20.txt - Instance 3,23,18,5,2827,2887
tai30_20.txt - Instance 3,24,19,9,2921,3012
tai30_20.txt - Instance 3,20,19,1,3072,3163
tai30_20.txt - Instance 3,7,17,17,2831,2883
tai30_20.txt - Instance 3,16,19,10,2749,2832
tai30_20.txt - Instance 3,5,17,3,2825,2886
tai30_20.txt - Instance 3,22,18,11,2969,2992
tai30_20.txt - Instance 3,14,19,16,2776,2858
tai30_20.txt - Instance 3,18,16,19,2812,2824
tai30_20.txt - Instance 3,1,18,18,2831,2853
tai30_20.txt - Instance 3,17,18,12,2860,2883
tai30_20.txt - Instance 3,21,19,11,2992,3070
tai30_20.txt - Instance 3,8,17,19,2824,2867
tai30_20.txt - Instance 3,29,17,12,2883,2918
tai30_20.txt - Instance 3,26,19,17,2883,2956
tai30_20.txt - Instance 3,2,19,10,2951,3021
tai30_20.txt - Instance 3,18,17,7,2951,2987
tai30_20.txt - Instance 3,12,18,16,2977,2995
tai30_20.txt - Instance 3,19,17,12,2969,2994
tai30_20.txt - Instance 3,22,19,3,2992,3052
tai30_20.txt - Instance 3,11,18,6,3054,3102
tai30_20.txt - Instance 3,1,19,13,2853,2911
tai30_20.txt - Instance 3,27,19,17,2956,3014
tai30_20.txt - Instance 3,17,19,7,2987,3044
tai30_20.txt - Instance 3,6,19,11,3070,3127
tai30_20.txt - Instance 3,13,18,4,2907,2946
tai30_20.txt - Instance 3,9,19,11,3127,3182
tai30_20.txt - Instance 3,28,19,10,3021,3070
tai30_20.txt - Instance 3,25,19,1,3163,3212
tai30_20.txt - Instance 3,15,19,16,2995,3043
tai30_20.txt - Instance 3,12,19,5,2995,3041
tai30_20.txt - Instance 3,29,18,8,3054,3088
tai30_20.txt - Instance 3,0,19,19,2938,2979
tai30_20.txt - Instance 3,19,18,5,3041,3049
tai30_20.txt - Instance 3,18,18,9,3012,3036
tai30_20.txt - Instance 3,8,18,7,3044,3072
tai30_20.txt - Instance 3,7,18,9,3036,3038
tai30_20.txt - Instance 3,7,19,15,3038,3069
tai30_20.txt - Instance 3,23,19,6,3102,3133
tai30_20.txt - Instance 3,19,19,0,3049,3077
tai30_20.txt - Instance 3,5,18,7,3072,3091
tai30_20.txt - Instance 3,3,19,19,2979,2996
tai30_20.txt - Instance 3,13,19,6,3133,3149
tai30_20.txt - Instance 3,10,19,17,3014,3029
tai30_20.txt - Instance 3,11,19,19,3102,3114
tai30_20.txt - Instance 3,18,19,5,3049,3059
tai30_20.txt - Instance 3,29,19,1,3212,3220
tai30_20.txt - Instance 3,8,19,11,3182,3188
tai30_20.txt - Instance 3,5,19,12,3091,3094
tai30_20.txt - Instance 4,6,0,0,0,44
tai30_20.txt - Instance 4,28,0,15,0,31
tai30_20.txt - Instance 4,16,0,13,0,57
tai30_20.txt - Instance 4,18,0,8,0,52
tai30_20.txt - Instance 4,25,0,2,0,4
tai30_20.txt - Instance 4,12,0,3,0,41
tai30_20.txt - Instance 4,28,1,19,31,61
tai30_20.txt - Instance 4,24,0,19,61,100
tai30_20.txt - Instance 4,9,0,17,0,79
tai30_20.txt - Instance 4,20,0,17,79,142
tai30_20.txt - Instance 4,13,0,15,31,118
tai30_20.txt - Instance 4,3,0,13,57,148
tai30_20.txt - Instance 4,3,1,1,148,243
tai30_20.txt - Instance 4,5,0,6,0,55
tai30_20.txt - Instance 4,24,1,6,100,142
tai30_20.txt - Instance 4,21,0,14,0,54
tai30_20.txt - Instance 4,28,2,11,61,149
tai30_20.txt - Instance 4,6,1,10,44,91
