Instance,Job,Operation,Machine,Start,End
tai30_20.txt - Instance 9,12,12,5,1896,1990
tai30_20.txt - Instance 9,4,14,1,1908,1912
tai30_20.txt - Instance 9,13,10,18,1883,1956
tai30_20.txt - Instance 9,0,17,14,1695,1736
tai30_20.txt - Instance 9,7,17,3,1821,1858
tai30_20.txt - Instance 9,22,15,1,1912,1956
tai30_20.txt - Instance 9,20,8,3,1858,1909
tai30_20.txt - Instance 9,7,18,6,1858,1911
tai30_20.txt - Instance 9,9,13,15,2075,2132
tai30_20.txt - Instance 9,10,15,10,1866,1932
tai30_20.txt - Instance 9,23,11,12,1889,1901
tai30_20.txt - Instance 9,2,11,18,1956,1982
tai30_20.txt - Instance 9,17,13,8,2100,2146
tai30_20.txt - Instance 9,6,13,11,1890,1946
tai30_20.txt - Instance 9,8,12,12,1901,1976
tai30_20.txt - Instance 9,16,14,12,1976,2061
tai30_20.txt - Instance 9,24,16,8,2146,2147
tai30_20.txt - Instance 9,22,16,17,1982,1998
tai30_20.txt - Instance 9,12,13,11,1990,2033
tai30_20.txt - Instance 9,20,9,9,1909,1959
tai30_20.txt - Instance 9,18,17,13,1945,2023
tai30_20.txt - Instance 9,25,12,16,1890,1909
tai30_20.txt - Instance 9,28,14,7,2061,2081
tai30_20.txt - Instance 9,26,19,6,1917,1982
tai30_20.txt - Instance 9,5,10,5,1990,2056
tai30_20.txt - Instance 9,5,11,0,2056,2135
tai30_20.txt - Instance 9,15,14,18,1982,2061
tai30_20.txt - Instance 9,19,16,8,2147,2148
tai30_20.txt - Instance 9,21,13,1,1982,1992
tai30_20.txt - Instance 9,3,11,11,2033,2046
tai30_20.txt - Instance 9,11,10,7,2081,2102
tai30_20.txt - Instance 9,13,11,10,1956,2028
tai30_20.txt - Instance 9,13,12,6,2028,2126
tai30_20.txt - Instance 9,23,12,14,1901,1902
tai30_20.txt - Instance 9,2,12,11,2046,2070
tai30_20.txt - Instance 9,24,17,2,2147,2172
tai30_20.txt - Instance 9,29,13,18,2075,2108
tai30_20.txt - Instance 9,25,13,11,2070,2116
tai30_20.txt - Instance 9,1,11,8,2148,2203
tai30_20.txt - Instance 9,22,17,18,2108,2163
tai30_20.txt - Instance 9,0,18,6,2126,2195
tai30_20.txt - Instance 9,7,19,13,2023,2119
tai30_20.txt - Instance 9,18,18,19,2023,2055
tai30_20.txt - Instance 9,4,15,14,1912,1945
tai30_20.txt - Instance 9,12,14,1,2033,2068
tai30_20.txt - Instance 9,16,15,6,2195,2237
tai30_20.txt - Instance 9,23,13,9,1959,2005
tai30_20.txt - Instance 9,20,10,1,2068,2126
tai30_20.txt - Instance 9,12,15,0,2135,2196
tai30_20.txt - Instance 9,27,16,10,2100,2163
tai30_20.txt - Instance 9,14,15,4,2030,2118
tai30_20.txt - Instance 9,8,13,11,2116,2211
tai30_20.txt - Instance 9,17,14,5,2146,2212
tai30_20.txt - Instance 9,29,14,5,2212,2233
tai30_20.txt - Instance 9,22,18,0,2196,2202
tai30_20.txt - Instance 9,29,15,2,2233,2325
tai30_20.txt - Instance 9,20,11,14,2126,2222
tai30_20.txt - Instance 9,5,12,19,2135,2233
tai30_20.txt - Instance 9,9,14,16,2132,2229
tai30_20.txt - Instance 9,24,18,9,2172,2177
tai30_20.txt - Instance 9,4,16,3,1945,1992
tai30_20.txt - Instance 9,25,14,6,2237,2308
tai30_20.txt - Instance 9,3,12,19,2233,2305
tai30_20.txt - Instance 9,16,16,14,2237,2247
tai30_20.txt - Instance 9,11,11,18,2163,2184
tai30_20.txt - Instance 9,10,16,14,2247,2279
tai30_20.txt - Instance 9,0,19,4,2195,2280
tai30_20.txt - Instance 9,6,14,7,2102,2146
tai30_20.txt - Instance 9,21,14,11,2211,2286
tai30_20.txt - Instance 9,15,15,8,2203,2300
tai30_20.txt - Instance 9,18,19,9,2177,2216
tai30_20.txt - Instance 9,28,15,19,2305,2347
tai30_20.txt - Instance 9,25,15,1,2308,2379
tai30_20.txt - Instance 9,23,14,13,2119,2149
tai30_20.txt - Instance 9,19,17,13,2149,2214
tai30_20.txt - Instance 9,21,15,7,2286,2361
tai30_20.txt - Instance 9,22,19,7,2361,2445
tai30_20.txt - Instance 9,12,16,4,2280,2294
tai30_20.txt - Instance 9,11,12,8,2300,2316
tai30_20.txt - Instance 9,28,16,10,2347,2406
tai30_20.txt - Instance 9,15,16,15,2300,2376
tai30_20.txt - Instance 9,13,13,7,2445,2524
tai30_20.txt - Instance 9,25,16,7,2524,2618
tai30_20.txt - Instance 9,2,13,7,2618,2635
tai30_20.txt - Instance 9,1,12,3,2203,2228
tai30_20.txt - Instance 9,9,15,1,2379,2404
tai30_20.txt - Instance 9,17,15,0,2212,2246
tai30_20.txt - Instance 9,20,12,11,2286,2382
tai30_20.txt - Instance 9,17,16,2,2325,2326
tai30_20.txt - Instance 9,20,13,16,2382,2391
tai30_20.txt - Instance 9,15,17,5,2376,2387
tai30_20.txt - Instance 9,28,17,8,2406,2419
tai30_20.txt - Instance 9,27,17,15,2376,2390
tai30_20.txt - Instance 9,10,17,11,2382,2399
tai30_20.txt - Instance 9,14,16,16,2391,2411
tai30_20.txt - Instance 9,11,13,13,2316,2355
tai30_20.txt - Instance 9,5,13,15,2390,2434
tai30_20.txt - Instance 9,5,14,14,2434,2482
tai30_20.txt - Instance 9,3,13,5,2387,2439
tai30_20.txt - Instance 9,4,17,12,2061,2139
tai30_20.txt - Instance 9,16,17,19,2347,2432
tai30_20.txt - Instance 9,21,16,4,2361,2446
tai30_20.txt - Instance 9,8,14,1,2404,2494
tai30_20.txt - Instance 9,29,16,11,2399,2447
tai30_20.txt - Instance 9,12,17,3,2294,2324
tai30_20.txt - Instance 9,8,15,4,2494,2580
tai30_20.txt - Instance 9,10,18,19,2432,2470
tai30_20.txt - Instance 9,24,19,11,2447,2460
tai30_20.txt - Instance 9,9,16,17,2404,2430
tai30_20.txt - Instance 9,6,15,13,2355,2402
tai30_20.txt - Instance 9,16,18,13,2432,2517
tai30_20.txt - Instance 9,11,14,0,2355,2370
tai30_20.txt - Instance 9,29,17,14,2482,2542
tai30_20.txt - Instance 9,13,14,1,2524,2585
tai30_20.txt - Instance 9,21,17,15,2446,2478
tai30_20.txt - Instance 9,20,14,2,2391,2456
tai30_20.txt - Instance 9,19,18,18,2214,2287
tai30_20.txt - Instance 9,14,17,17,2430,2453
tai30_20.txt - Instance 9,1,13,10,2406,2430
tai30_20.txt - Instance 9,23,15,3,2324,2352
tai30_20.txt - Instance 9,25,17,2,2618,2684
tai30_20.txt - Instance 9,15,18,4,2580,2586
tai30_20.txt - Instance 9,2,14,16,2635,2643
tai30_20.txt - Instance 9,6,16,9,2402,2434
tai30_20.txt - Instance 9,20,15,15,2478,2510
tai30_20.txt - Instance 9,8,16,5,2580,2638
tai30_20.txt - Instance 9,11,15,14,2542,2606
tai30_20.txt - Instance 9,14,18,5,2638,2719
tai30_20.txt - Instance 9,9,17,4,2586,2591
tai30_20.txt - Instance 9,13,15,15,2585,2600
tai30_20.txt - Instance 9,17,17,3,2352,2367
tai30_20.txt - Instance 9,3,14,7,2635,2691
tai30_20.txt - Instance 9,10,19,13,2517,2576
tai30_20.txt - Instance 9,14,19,14,2719,2783
tai30_20.txt - Instance 9,1,14,0,2430,2504
tai30_20.txt - Instance 9,27,18,1,2585,2661
tai30_20.txt - Instance 9,23,16,4,2591,2673
tai30_20.txt - Instance 9,12,18,8,2419,2503
tai30_20.txt - Instance 9,28,18,4,2673,2759
tai30_20.txt - Instance 9,15,19,2,2684,2779
tai30_20.txt - Instance 9,29,18,12,2542,2546
tai30_20.txt - Instance 9,4,18,7,2691,2699
tai30_20.txt - Instance 9,20,16,7,2699,2718
tai30_20.txt - Instance 9,5,15,13,2576,2603
tai30_20.txt - Instance 9,28,19,6,2759,2797
tai30_20.txt - Instance 9,21,18,3,2478,2558
tai30_20.txt - Instance 9,2,15,12,2643,2731
tai30_20.txt - Instance 9,11,16,19,2606,2704
tai30_20.txt - Instance 9,25,18,9,2684,2783
tai30_20.txt - Instance 9,16,19,1,2661,2688
tai30_20.txt - Instance 9,3,15,15,2691,2747
tai30_20.txt - Instance 9,21,19,16,2643,2727
tai30_20.txt - Instance 9,19,19,19,2704,2768
tai30_20.txt - Instance 9,17,18,14,2783,2864
tai30_20.txt - Instance 9,23,17,1,2688,2698
tai30_20.txt - Instance 9,6,17,3,2558,2620
tai30_20.txt - Instance 9,17,19,18,2864,2933
tai30_20.txt - Instance 9,12,19,13,2603,2682
tai30_20.txt - Instance 9,20,17,19,2768,2822
tai30_20.txt - Instance 9,9,18,3,2620,2682
tai30_20.txt - Instance 9,27,19,2,2779,2846
tai30_20.txt - Instance 9,29,19,4,2759,2839
tai30_20.txt - Instance 9,5,16,11,2603,2650
tai30_20.txt - Instance 9,13,16,16,2727,2807
tai30_20.txt - Instance 9,3,16,12,2747,2831
tai30_20.txt - Instance 9,4,19,8,2699,2719
tai30_20.txt - Instance 9,8,17,16,2807,2849
tai30_20.txt - Instance 9,1,15,11,2650,2697
tai30_20.txt - Instance 9,25,19,4,2839,2896
tai30_20.txt - Instance 9,2,16,0,2731,2770
tai30_20.txt - Instance 9,9,19,5,2719,2764
tai30_20.txt - Instance 9,3,17,9,2831,2847
tai30_20.txt - Instance 9,23,18,19,2822,2840
tai30_20.txt - Instance 9,2,17,3,2770,2795
tai30_20.txt - Instance 9,11,17,10,2704,2774
tai30_20.txt - Instance 9,8,18,14,2864,2943
tai30_20.txt - Instance 9,2,18,14,2943,3035
tai30_20.txt - Instance 9,5,17,12,2831,2862
tai30_20.txt - Instance 9,20,18,17,2822,2829
tai30_20.txt - Instance 9,6,18,15,2747,2799
tai30_20.txt - Instance 9,13,17,14,3035,3112
tai30_20.txt - Instance 9,5,18,3,2862,2875
tai30_20.txt - Instance 9,1,16,15,2799,2836
tai30_20.txt - Instance 9,20,19,10,2829,2839
tai30_20.txt - Instance 9,6,19,4,2896,2911
tai30_20.txt - Instance 9,2,19,17,3035,3083
tai30_20.txt - Instance 9,3,18,4,2911,2961
tai30_20.txt - Instance 9,5,19,16,2875,2925
tai30_20.txt - Instance 9,23,19,16,2925,3022
tai30_20.txt - Instance 9,11,18,9,2847,2901
tai30_20.txt - Instance 9,8,19,17,3083,3091
tai30_20.txt - Instance 9,11,19,5,2901,2933
tai30_20.txt - Instance 9,1,17,5,2933,3031
tai30_20.txt - Instance 9,13,18,0,3112,3127
tai30_20.txt - Instance 9,3,19,13,2961,3025
tai30_20.txt - Instance 9,13,19,19,3127,3203
tai30_20.txt - Instance 9,1,18,12,3031,3040
tai30_20.txt - Instance 9,1,19,4,3040,3124
tai30_20.txt - Instance 10,29,0,19,0,22
tai30_20.txt - Instance 10,29,1,14,22,109
tai30_20.txt - Instance 10,3,0,7,0,50
tai30_20.txt - Instance 10,7,0,14,109,205
tai30_20.txt - Instance 10,21,0,16,0,96
tai30_20.txt - Instance 10,0,0,2,0,96
tai30_20.txt - Instance 10,29,2,4,109,198
tai30_20.txt - Instance 10,19,0,7,50,63
tai30_20.txt - Instance 10,3,1,19,50,134
tai30_20.txt - Instance 10,1,0,0,0,70
tai30_20.txt - Instance 10,19,1,8,63,148
tai30_20.txt - Instance 10,7,1,9,205,283
tai30_20.txt - Instance 10,11,0,6,0,98
tai30_20.txt - Instance 10,18,0,18,0,45
tai30_20.txt - Instance 10,21,1,19,134,226
tai30_20.txt - Instance 10,5,0,17,0,32
tai30_20.txt - Instance 10,8,0,3,0,31
tai30_20.txt - Instance 10,22,0,3,31,73
tai30_20.txt - Instance 10,1,1,10,70,116
tai30_20.txt - Instance 10,26,0,10,116,204
tai30_20.txt - Instance 10,3,2,10,204,278
tai30_20.txt - Instance 10,29,3,8,198,239
tai30_20.txt - Instance 10,0,1,8,239,265
tai30_20.txt - Instance 10,19,2,14,205,237
tai30_20.txt - Instance 10,5,1,8,265,341
tai30_20.txt - Instance 10,8,1,14,237,317
tai30_20.txt - Instance 10,18,1,10,278,318
tai30_20.txt - Instance 10,14,0,18,45,55
tai30_20.txt - Instance 10,22,1,4,198,212
tai30_20.txt - Instance 10,15,0,10,318,359
tai30_20.txt - Instance 10,0,2,6,265,298
tai30_20.txt - Instance 10,25,0,1,0,46
tai30_20.txt - Instance 10,14,1,11,55,92
tai30_20.txt - Instance 10,1,2,13,116,206
tai30_20.txt - Instance 10,7,2,11,283,362
tai30_20.txt - Instance 10,22,2,2,212,267
tai30_20.txt - Instance 10,29,4,0,239,309
tai30_20.txt - Instance 10,19,3,11,362,392
tai30_20.txt - Instance 10,24,0,17,32,42
tai30_20.txt - Instance 10,13,0,14,317,348
tai30_20.txt - Instance 10,0,3,0,309,328
tai30_20.txt - Instance 10,18,2,12,318,332
tai30_20.txt - Instance 10,24,1,11,392,431
tai30_20.txt - Instance 10,11,1,0,328,334
tai30_20.txt - Instance 10,15,1,13,359,397
tai30_20.txt - Instance 10,21,2,4,226,260
tai30_20.txt - Instance 10,11,2,12,334,400
tai30_20.txt - Instance 10,10,0,4,260,328
tai30_20.txt - Instance 10,14,2,2,267,366
tai30_20.txt - Instance 10,19,4,10,392,462
tai30_20.txt - Instance 10,3,3,11,431,466
tai30_20.txt - Instance 10,18,3,16,332,401
tai30_20.txt - Instance 10,25,1,4,328,406
tai30_20.txt - Instance 10,12,0,2,366,456
tai30_20.txt - Instance 10,20,0,11,466,485
tai30_20.txt - Instance 10,16,0,2,456,502
tai30_20.txt - Instance 10,0,4,4,406,449
tai30_20.txt - Instance 10,13,1,3,348,412
tai30_20.txt - Instance 10,6,0,18,55,145
tai30_20.txt - Instance 10,26,1,14,348,350
tai30_20.txt - Instance 10,27,0,14,350,448
tai30_20.txt - Instance 10,5,2,19,341,370
tai30_20.txt - Instance 10,26,2,12,400,434
tai30_20.txt - Instance 10,22,3,9,283,380
tai30_20.txt - Instance 10,8,2,9,380,457
tai30_20.txt - Instance 10,20,1,6,485,536
tai30_20.txt - Instance 10,24,2,18,431,487
tai30_20.txt - Instance 10,21,3,5,260,270
tai30_20.txt - Instance 10,15,2,16,401,472
tai30_20.txt - Instance 10,3,4,9,466,552
tai30_20.txt - Instance 10,29,5,1,309,344
tai30_20.txt - Instance 10,21,4,3,412,480
tai30_20.txt - Instance 10,7,3,8,362,452
tai30_20.txt - Instance 10,5,3,16,472,532
tai30_20.txt - Instance 10,0,5,15,449,466
tai30_20.txt - Instance 10,26,3,6,536,555
tai30_20.txt - Instance 10,16,1,10,502,581
tai30_20.txt - Instance 10,1,3,3,480,541
tai30_20.txt - Instance 10,11,3,18,487,540
tai30_20.txt - Instance 10,10,1,17,328,382
tai30_20.txt - Instance 10,0,6,16,532,558
tai30_20.txt - Instance 10,26,4,18,555,641
tai30_20.txt - Instance 10,18,4,1,401,446
tai30_20.txt - Instance 10,19,5,13,462,523
tai30_20.txt - Instance 10,29,6,15,466,561
tai30_20.txt - Instance 10,13,2,6,555,576
tai30_20.txt - Instance 10,17,0,1,446,510
tai30_20.txt - Instance 10,20,2,17,536,544
tai30_20.txt - Instance 10,20,3,8,544,638
tai30_20.txt - Instance 10,25,2,10,581,591
tai30_20.txt - Instance 10,24,3,7,487,510
tai30_20.txt - Instance 10,4,0,0,334,424
tai30_20.txt - Instance 10,0,7,13,558,624
tai30_20.txt - Instance 10,25,3,7,591,604
tai30_20.txt - Instance 10,12,1,7,604,639
tai30_20.txt - Instance 10,13,3,7,639,711
tai30_20.txt - Instance 10,14,3,3,541,569
tai30_20.txt - Instance 10,8,3,0,457,513
tai30_20.txt - Instance 10,6,1,1,510,519
tai30_20.txt - Instance 10,15,3,8,638,703
tai30_20.txt - Instance 10,5,4,0,532,592
tai30_20.txt - Instance 10,25,4,0,604,636
tai30_20.txt - Instance 10,24,4,12,510,554
tai30_20.txt - Instance 10,21,5,18,641,735
tai30_20.txt - Instance 10,6,2,9,552,580
tai30_20.txt - Instance 10,27,1,13,624,668
tai30_20.txt - Instance 10,18,5,11,485,583
tai30_20.txt - Instance 10,11,4,1,540,600
tai30_20.txt - Instance 10,1,4,2,541,565
tai30_20.txt - Instance 10,23,0,7,711,725
tai30_20.txt - Instance 10,2,0,0,636,684
tai30_20.txt - Instance 10,22,4,7,725,790
tai30_20.txt - Instance 10,10,2,2,565,640
tai30_20.txt - Instance 10,3,5,14,552,594
tai30_20.txt - Instance 10,14,4,5,569,653
tai30_20.txt - Instance 10,12,2,13,668,744
tai30_20.txt - Instance 10,16,2,19,581,617
tai30_20.txt - Instance 10,19,6,6,576,618
tai30_20.txt - Instance 10,23,1,2,725,727
tai30_20.txt - Instance 10,23,2,14,727,735
tai30_20.txt - Instance 10,7,4,2,727,790
tai30_20.txt - Instance 10,25,5,9,636,699
tai30_20.txt - Instance 10,17,1,13,744,814
tai30_20.txt - Instance 10,6,3,11,583,621
tai30_20.txt - Instance 10,1,5,7,790,853
tai30_20.txt - Instance 10,23,3,5,735,757
tai30_20.txt - Instance 10,24,5,4,554,647
tai30_20.txt - Instance 10,8,4,11,621,706
tai30_20.txt - Instance 10,26,5,2,790,880
tai30_20.txt - Instance 10,27,2,1,668,701
tai30_20.txt - Instance 10,0,8,5,757,841
tai30_20.txt - Instance 10,3,6,6,618,649
tai30_20.txt - Instance 10,23,4,6,757,850
tai30_20.txt - Instance 10,5,5,12,592,613
tai30_20.txt - Instance 10,13,4,8,711,789
tai30_20.txt - Instance 10,16,3,7,853,866
tai30_20.txt - Instance 10,2,1,19,684,744
tai30_20.txt - Instance 10,29,7,9,699,761
tai30_20.txt - Instance 10,15,4,17,703,789
tai30_20.txt - Instance 10,19,7,16,618,659
tai30_20.txt - Instance 10,11,5,14,735,828
tai30_20.txt - Instance 10,20,4,4,647,719
tai30_20.txt - Instance 10,28,0,5,841,889
tai30_20.txt - Instance 10,6,4,17,789,825
tai30_20.txt - Instance 10,4,1,6,850,877
tai30_20.txt - Instance 10,16,4,18,866,869
tai30_20.txt - Instance 10,16,5,4,869,926
tai30_20.txt - Instance 10,22,5,16,790,853
tai30_20.txt - Instance 10,5,6,13,814,816
tai30_20.txt - Instance 10,5,7,14,828,893
tai30_20.txt - Instance 10,27,3,5,889,909
tai30_20.txt - Instance 10,3,7,12,649,711
tai30_20.txt - Instance 10,10,3,8,789,818
tai30_20.txt - Instance 10,7,5,16,853,933
tai30_20.txt - Instance 10,25,6,14,893,964
tai30_20.txt - Instance 10,21,6,15,735,797
tai30_20.txt - Instance 10,1,6,1,853,948
tai30_20.txt - Instance 10,12,3,0,744,751
tai30_20.txt - Instance 10,4,2,11,877,907
tai30_20.txt - Instance 10,17,2,11,907,916
tai30_20.txt - Instance 10,27,4,17,909,983
tai30_20.txt - Instance 10,14,5,4,926,1018
tai30_20.txt - Instance 10,12,4,19,751,818
tai30_20.txt - Instance 10,18,6,8,818,908
tai30_20.txt - Instance 10,6,5,0,825,844
tai30_20.txt - Instance 10,19,8,19,818,910
tai30_20.txt - Instance 10,17,3,2,916,1008
tai30_20.txt - Instance 10,9,0,13,816,819
tai30_20.txt - Instance 10,9,1,7,866,919
tai30_20.txt - Instance 10,10,4,11,916,945
tai30_20.txt - Instance 10,28,1,11,945,979
tai30_20.txt - Instance 10,2,2,11,979,994
tai30_20.txt - Instance 10,29,8,3,761,818
tai30_20.txt - Instance 10,6,6,2,1008,1012
tai30_20.txt - Instance 10,4,3,1,948,1016
tai30_20.txt - Instance 10,6,7,6,1012,1058
tai30_20.txt - Instance 10,16,6,6,1058,1137
tai30_20.txt - Instance 10,8,5,10,706,801
tai30_20.txt - Instance 10,0,9,12,841,897
tai30_20.txt - Instance 10,2,3,9,994,1019
tai30_20.txt - Instance 10,24,6,10,801,891
tai30_20.txt - Instance 10,13,5,12,897,985
tai30_20.txt - Instance 10,26,6,13,880,964
tai30_20.txt - Instance 10,22,6,0,853,927
tai30_20.txt - Instance 10,20,5,12,985,1084
tai30_20.txt - Instance 10,5,8,3,893,915
tai30_20.txt - Instance 10,10,5,19,945,1043
tai30_20.txt - Instance 10,15,5,11,994,1024
tai30_20.txt - Instance 10,3,8,16,933,1015
tai30_20.txt - Instance 10,23,5,9,1019,1078
tai30_20.txt - Instance 10,28,2,16,1015,1040
tai30_20.txt - Instance 10,21,7,8,908,991
tai30_20.txt - Instance 10,2,4,15,1019,1040
tai30_20.txt - Instance 10,11,6,19,1043,1095
tai30_20.txt - Instance 10,25,7,5,964,1030
tai30_20.txt - Instance 10,5,9,2,1012,1048
tai30_20.txt - Instance 10,9,2,9,1078,1111
tai30_20.txt - Instance 10,7,6,4,1018,1028
tai30_20.txt - Instance 10,12,5,4,1028,1038
tai30_20.txt - Instance 10,6,8,16,1058,1142
tai30_20.txt - Instance 10,27,5,2,1048,1078
tai30_20.txt - Instance 10,28,3,12,1084,1110
tai30_20.txt - Instance 10,15,6,7,1024,1081
tai30_20.txt - Instance 10,29,9,12,1110,1162
tai30_20.txt - Instance 10,7,7,1,1028,1030
tai30_20.txt - Instance 10,2,5,3,1040,1139
tai30_20.txt - Instance 10,12,6,9,1111,1152
tai30_20.txt - Instance 10,7,8,19,1095,1162
tai30_20.txt - Instance 10,1,7,16,1142,1176
tai30_20.txt - Instance 10,0,10,10,897,980
tai30_20.txt - Instance 10,14,6,15,1040,1052
tai30_20.txt - Instance 10,4,4,3,1139,1164
tai30_20.txt - Instance 10,18,7,19,1162,1181
tai30_20.txt - Instance 10,19,9,2,1078,1165
tai30_20.txt - Instance 10,28,4,15,1110,1163
tai30_20.txt - Instance 10,17,4,3,1164,1179
tai30_20.txt - Instance 10,9,3,0,1111,1204
tai30_20.txt - Instance 10,5,10,1,1048,1128
tai30_20.txt - Instance 10,27,6,4,1078,1082
tai30_20.txt - Instance 10,14,7,13,1052,1124
tai30_20.txt - Instance 10,23,6,10,1078,1093
tai30_20.txt - Instance 10,27,7,18,1082,1170
tai30_20.txt - Instance 10,16,7,5,1137,1190
tai30_20.txt - Instance 10,11,7,16,1176,1244
tai30_20.txt - Instance 10,22,7,5,1190,1253
tai30_20.txt - Instance 10,18,8,9,1181,1221
tai30_20.txt - Instance 10,17,5,18,1179,1211
tai30_20.txt - Instance 10,4,5,16,1244,1338
tai30_20.txt - Instance 10,26,7,8,991,1031
tai30_20.txt - Instance 10,12,7,11,1152,1193
tai30_20.txt - Instance 10,23,7,15,1163,1172
tai30_20.txt - Instance 10,1,8,9,1221,1268
tai30_20.txt - Instance 10,13,6,15,1172,1176
tai30_20.txt - Instance 10,24,7,3,1179,1278
tai30_20.txt - Instance 10,8,6,4,1082,1141
tai30_20.txt - Instance 10,13,7,5,1253,1327
tai30_20.txt - Instance 10,25,8,2,1165,1205
tai30_20.txt - Instance 10,3,9,13,1124,1190
tai30_20.txt - Instance 10,29,10,6,1162,1180
tai30_20.txt - Instance 10,23,8,3,1278,1288
tai30_20.txt - Instance 10,15,7,5,1327,1398
tai30_20.txt - Instance 10,20,6,1,1128,1146
tai30_20.txt - Instance 10,21,8,13,1190,1216
tai30_20.txt - Instance 10,23,9,16,1338,1419
tai30_20.txt - Instance 10,10,6,18,1211,1228
tai30_20.txt - Instance 10,17,6,17,1211,1217
tai30_20.txt - Instance 10,7,9,6,1180,1276
tai30_20.txt - Instance 10,29,11,13,1216,1310
tai30_20.txt - Instance 10,28,5,10,1163,1260
tai30_20.txt - Instance 10,18,9,17,1221,1223
tai30_20.txt - Instance 10,17,7,9,1268,1364
tai30_20.txt - Instance 10,18,10,5,1398,1445
tai30_20.txt - Instance 10,20,7,0,1204,1243
tai30_20.txt - Instance 10,6,9,10,1260,1331
tai30_20.txt - Instance 10,10,7,13,1310,1314
tai30_20.txt - Instance 10,26,8,9,1364,1416
tai30_20.txt - Instance 10,16,8,0,1243,1254
tai30_20.txt - Instance 10,12,8,16,1419,1437
tai30_20.txt - Instance 10,10,8,12,1314,1324
tai30_20.txt - Instance 10,21,9,0,1254,1341
tai30_20.txt - Instance 10,25,9,18,1228,1241
tai30_20.txt - Instance 10,1,9,17,1268,1318
tai30_20.txt - Instance 10,0,11,7,1081,1147
tai30_20.txt - Instance 10,16,9,11,1254,1299
tai30_20.txt - Instance 10,10,9,3,1324,1395
tai30_20.txt - Instance 10,22,8,13,1314,1381
tai30_20.txt - Instance 10,14,8,19,1181,1265
tai30_20.txt - Instance 10,2,6,13,1381,1437
tai30_20.txt - Instance 10,11,8,10,1331,1412
tai30_20.txt - Instance 10,12,9,3,1437,1478
tai30_20.txt - Instance 10,25,10,6,1276,1326
tai30_20.txt - Instance 10,5,11,10,1412,1473
tai30_20.txt - Instance 10,19,10,18,1241,1277
tai30_20.txt - Instance 10,8,7,12,1324,1370
tai30_20.txt - Instance 10,9,4,3,1478,1540
tai30_20.txt - Instance 10,20,8,19,1265,1295
tai30_20.txt - Instance 10,3,10,5,1445,1484
tai30_20.txt - Instance 10,27,8,3,1540,1559
tai30_20.txt - Instance 10,13,8,16,1437,1463
tai30_20.txt - Instance 10,18,11,2,1445,1515
tai30_20.txt - Instance 10,15,8,14,1398,1422
tai30_20.txt - Instance 10,26,9,19,1416,1482
tai30_20.txt - Instance 10,4,6,19,1482,1548
tai30_20.txt - Instance 10,27,9,12,1559,1644
tai30_20.txt - Instance 10,16,10,13,1437,1476
tai30_20.txt - Instance 10,1,10,18,1318,1380
tai30_20.txt - Instance 10,19,11,3,1559,1617
tai30_20.txt - Instance 10,12,10,5,1484,1519
tai30_20.txt - Instance 10,23,10,18,1419,1504
tai30_20.txt - Instance 10,24,8,8,1278,1358
tai30_20.txt - Instance 10,20,9,9,1416,1477
tai30_20.txt - Instance 10,15,9,15,1422,1432
tai30_20.txt - Instance 10,13,9,4,1463,1474
tai30_20.txt - Instance 10,6,10,4,1474,1534
tai30_20.txt - Instance 10,8,8,5,1519,1523
tai30_20.txt - Instance 10,25,11,3,1617,1714
tai30_20.txt - Instance 10,3,11,15,1484,1532
tai30_20.txt - Instance 10,2,7,18,1504,1536
tai30_20.txt - Instance 10,8,9,16,1523,1608
tai30_20.txt - Instance 10,15,10,6,1432,1510
tai30_20.txt - Instance 10,0,12,14,1422,1496
tai30_20.txt - Instance 10,13,10,0,1474,1515
tai30_20.txt - Instance 10,29,12,17,1318,1378
tai30_20.txt - Instance 10,22,9,11,1381,1429
tai30_20.txt - Instance 10,5,12,7,1473,1528
tai30_20.txt - Instance 10,10,10,1,1395,1421
tai30_20.txt - Instance 10,7,10,0,1515,1584
tai30_20.txt - Instance 10,17,8,16,1608,1659
tai30_20.txt - Instance 10,28,6,0,1584,1610
tai30_20.txt - Instance 10,21,10,10,1473,1502
tai30_20.txt - Instance 10,12,11,6,1519,1532
tai30_20.txt - Instance 10,9,5,8,1540,1557
tai30_20.txt - Instance 10,16,11,1,1476,1563
tai30_20.txt - Instance 10,11,9,8,1557,1608
tai30_20.txt - Instance 10,14,9,6,1532,1622
tai30_20.txt - Instance 10,2,8,1,1563,1594
tai30_20.txt - Instance 10,12,12,14,1532,1562
tai30_20.txt - Instance 10,10,11,10,1502,1505
tai30_20.txt - Instance 10,18,12,13,1515,1561
tai30_20.txt - Instance 10,10,12,5,1523,1574
tai30_20.txt - Instance 10,9,6,11,1557,1622
tai30_20.txt - Instance 10,28,7,2,1610,1633
tai30_20.txt - Instance 10,19,12,5,1617,1683
tai30_20.txt - Instance 10,26,10,11,1622,1698
tai30_20.txt - Instance 10,13,11,17,1515,1608
tai30_20.txt - Instance 10,4,7,12,1644,1692
tai30_20.txt - Instance 10,21,11,14,1562,1657
tai30_20.txt - Instance 10,1,11,15,1532,1542
tai30_20.txt - Instance 10,3,12,4,1534,1632
tai30_20.txt - Instance 10,20,10,16,1659,1678
tai30_20.txt - Instance 10,6,11,14,1657,1680
tai30_20.txt - Instance 10,22,10,8,1608,1671
tai30_20.txt - Instance 10,1,12,11,1698,1764
